Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Collection_time,colony_height_m,colony_width1,colony_width2,concatenated_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_broad_scale,env_local_scale,env_medium,Experiment,field_host_genus_id,field_host_species_id,FileName_Forward,FileName_Reverse,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,individual_sample_name,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,parent_colony,Platform,ReleaseDate,create_date,version,Sample Name,sampling_reef_name_detail,sampling_reef_name,SRA Study,status,Substrate,tag_color,tag_number,temperature,Transplant_YN,Transplantation_status,Transplanted_from,transplanted_to,visibility_m,survivorship
SRR12022693,AMPLICON,302,32164812,PRJNA639618,SAMN15241270,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",11879074,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-17,1904-01-01T11:56:00,1,3,5,20161017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554267,Orbicella,faveolata,C722_S143_L001_R1_001.fastq.gz,C722_S143_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R73.pre.20161017.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R73.pre.20161017.T.C722,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_71,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C722,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,73,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022694,AMPLICON,302,11826018,PRJNA639618,SAMN15241269,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",4157675,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-17,1904-01-01T11:53:00,1,3,5,20161017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554266,Orbicella,faveolata,C721_S117_L001_R1_001.fastq.gz,C721_S117_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R70.pre.20161017.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R70.pre.20161017.T.C721,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_66,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:39:00Z,1,C721,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,70,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022695,AMPLICON,302,10315112,PRJNA639618,SAMN15241268,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3710131,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-17,1904-01-01T11:50:00,1,3,5,20161017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554265,Orbicella,faveolata,C720_S116_L001_R1_001.fastq.gz,C720_S116_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R69.pre.20161017.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R69.pre.20161017.T.C720,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_66,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C720,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,69,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022696,AMPLICON,302,14544622,PRJNA639618,SAMN15241267,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",5042613,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-17,1904-01-01T11:47:00,1,3,5,20161017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554264,Orbicella,faveolata,C719_S276_L001_R1_001.fastq.gz,C719_S276_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R53.pre.20161017.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R68.pre.20161017.T.C719,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_66,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C719,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,68,30,y,pretransplantation,Rosario,pretransplantation,35,dead
SRR12022697,AMPLICON,302,12055840,PRJNA639618,SAMN15241266,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",4277769,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-17,1904-01-01T11:44:00,1,3,5,20161017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554263,Orbicella,faveolata,C718_S275_L001_R1_001.fastq.gz,C718_S275_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R55.pre.20161017.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R65.pre.20161017.T.C718,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_61,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C718,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,65,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022698,AMPLICON,302,13148476,PRJNA639618,SAMN15241265,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",4617635,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-17,1904-01-01T11:41:00,1,3,5,20161017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554262,Orbicella,faveolata,C717_S274_L001_R1_001.fastq.gz,C717_S274_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R54.pre.20161017.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R64.pre.20161017.T.C717,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_61,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C717,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,64,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022699,AMPLICON,302,13046400,PRJNA639618,SAMN15241264,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",4568881,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-17,1904-01-01T11:38:00,1,3,5,20161017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554261,Orbicella,faveolata,C716_S273_L001_R1_001.fastq.gz,C716_S273_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R53.pre.20161017.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R27.pre.20161017.T.C716,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_26,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C716,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,27,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022419,AMPLICON,302,9946068,PRJNA639618,SAMN15241188,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3436696,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:49:00,100,200,170,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.2,coral reef,not applicable,tissue,SRX8554541,Orbicella,faveolata,C635_S266_L001_R1_001.fastq.gz,C635_S266_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E18.Orbi.fav.V4B.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.VNA.NA.20161014.T.C635,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C635,Varadero_4B,Varadero,SRP267486,NA,coral,NA,NA,30,n,NA,NA,NA,10,NA
SRR12022420,AMPLICON,302,7273066,PRJNA639618,SAMN15241187,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",2768990,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:35:00,8,15,10,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4.3,coral reef,not applicable,tissue,SRX8554540,Siderastrea,siderea,C634_S138_L001_R1_001.fastq.gz,C634_S138_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Siderastrea siderea,E18.Side.sid.V4C.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Side.sid.VNA.NA.20161014.T.C634,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C634,Varadero_4C,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,10,NA
SRR12022421,AMPLICON,302,9006848,PRJNA639618,SAMN15241186,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3540169,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:35:00,100,230,200,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554539,Orbicella,faveolata,C633_S137_L001_R1_001.fastq.gz,C633_S137_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E18.Orbi.fav.V4C.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.VNA.NA.20161014.T.C633,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C633,Varadero_4C,Varadero,SRP267486,NA,coral,NA,NA,30,n,NA,NA,NA,10,NA
SRR12022423,AMPLICON,302,10281288,PRJNA639618,SAMN15241184,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3607702,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:28:00,120,160,200,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.8,coral reef,not applicable,tissue,SRX8554537,Orbicella,faveolata,C631_S264_L001_R1_001.fastq.gz,C631_S264_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E18.Orbi.fav.V4A.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.VNA.NA.20161014.T.C631,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C631,Varadero_4A,Varadero,SRP267486,NA,coral,NA,NA,30,n,NA,NA,NA,10,NA
SRR12022426,AMPLICON,502,21964006,PRJNA639618,SAMN15241447,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",14290974,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-03,1904-01-01T12:36:00,60,220,150,20170503,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",7.6,coral reef,not applicable,tissue,SRX8554534,Orbicella,faveolata,C-928_S186_L001_R1_001.fastq.gz,C-928_S186_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Orbicella faveolata,E19.Orbi.fav.RNA.NA.20170503.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Orbi.fav.RNA.NA.20170503.T.C928,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C928,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,29,n,NA,NA,NA,23,NA
SRR12022427,AMPLICON,502,26221970,PRJNA639618,SAMN15241446,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18747685,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-03,1904-01-01T12:29:00,12,12,30,20170503,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",9.8,coral reef,not applicable,tissue,SRX8554533,Siderastrea,siderea,C-927_S185_L001_R1_001.fastq.gz,C-927_S185_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Siderastrea siderea,E19.Side.sid.RNA.NA.20170503.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Side.sid.RNA.NA.20170503.T.C927,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C927,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,29,n,NA,NA,NA,23,NA
SRR12022428,AMPLICON,502,34928658,PRJNA639618,SAMN15241445,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",23646858,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-03,1904-01-01T09:47:00,8,19,13,20170503,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8,coral reef,not applicable,tissue,SRX8554532,Orbicella,faveolata,C-921_S184_L001_R1_001.fastq.gz,C-921_S184_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Orbicella faveolata,E19.Orbi.fav.RNA.NA.20170503.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Orbi.fav.RNA.NA.20170503.T.C921,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C921,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,29,n,NA,NA,NA,23,NA
SRR12022429,AMPLICON,502,29077346,PRJNA639618,SAMN15241444,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",19213501,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-03,1904-01-01T09:20:00,10,17,16,20170503,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,coral reef,not applicable,tissue,SRX8554531,Orbicella,faveolata,C-919_S183_L001_R1_001.fastq.gz,C-919_S183_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Orbicella faveolata,E19.Orbi.fav.RNA.NA.20170503.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Orbi.fav.RNA.NA.20170503.T.C919,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C919,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,29,n,NA,NA,NA,23,NA
SRR12022430,AMPLICON,302,10560638,PRJNA639618,SAMN15241183,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3689369,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:00:00,1,4,5,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554530,Orbicella,faveolata,C630_S263_L001_R1_001.fastq.gz,C630_S263_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V70.pre.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V70.pre.20161014.T.C630,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_66,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C630,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,70,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022431,AMPLICON,502,27205388,PRJNA639618,SAMN15241443,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18183642,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-03,1904-01-01T09:14:00,12,30,40,20170503,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",9.5,coral reef,not applicable,tissue,SRX8554529,Orbicella,faveolata,C-917_S182_L001_R1_001.fastq.gz,C-917_S182_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Orbicella faveolata,E19.Orbi.fav.RNA.NA.20170503.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Orbi.fav.RNA.NA.20170503.T.C917,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C917,Rosario,Rosario,SRP267486,NA,Reef,NA,NA,29,n,NA,NA,NA,23,NA
SRR12022432,AMPLICON,502,37455726,PRJNA639618,SAMN15241442,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",25905277,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-03,1904-01-01T10:07:00,8,5,13,20170503,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10.1,coral reef,not applicable,tissue,SRX8554528,Siderastrea,siderea,C-916_S76_L001_R1_001.fastq.gz,C-916_S76_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Siderastrea siderea,E19.Side.sid.RNA.NA.20170503.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Side.sid.RNA.NA.20170503.T.C916,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C916,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,29,n,NA,NA,NA,23,NA
SRR12022433,AMPLICON,502,36665578,PRJNA639618,SAMN15241441,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",25629181,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-01,1904-01-01T11:49:00,3,9,4,20170501,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",9.4,coral reef,not applicable,tissue,SRX8554527,Siderastrea,siderea,C-915_S75_L001_R1_001.fastq.gz,C-915_S75_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Siderastrea siderea,E19.Side.sid.RNA.NA.20170501.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Side.sid.RNA.NA.20170501.T.C915,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C915,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,30,n,NA,NA,NA,25,NA
SRR12022434,AMPLICON,502,25894666,PRJNA639618,SAMN15241440,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",17144050,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-01,1904-01-01T11:41:00,120,170,170,20170501,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",9.8,coral reef,not applicable,tissue,SRX8554526,Orbicella,faveolata,C-914_S181_L001_R1_001.fastq.gz,C-914_S181_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Orbicella faveolata,E19.Orbi.fav.RNA.NA.20170501.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Orbi.fav.RNA.NA.20170501.T.C914,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C914,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,30,n,NA,NA,NA,25,NA
SRR12022435,AMPLICON,502,26489536,PRJNA639618,SAMN15241439,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18987200,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-01,1904-01-01T11:34:00,25,30,42,20170501,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8.5,coral reef,not applicable,tissue,SRX8554525,Siderastrea,siderea,C-913_S180_L001_R1_001.fastq.gz,C-913_S180_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Siderastrea siderea,E19.Side.sid.RNA.NA.20170501.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Side.sid.RNA.NA.20170501.T.C913,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C913,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,30,n,NA,NA,NA,25,NA
SRR12022436,AMPLICON,502,27767126,PRJNA639618,SAMN15241438,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18286416,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-01,1904-01-01T11:26:00,25,60,30,20170501,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8,coral reef,not applicable,tissue,SRX8554524,Orbicella,faveolata,C-912_S179_L001_R1_001.fastq.gz,C-912_S179_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Orbicella faveolata,E19.Orbi.fav.RNA.NA.20170501.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Orbi.fav.RNA.NA.20170501.T.C912,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C912,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,30,n,NA,NA,NA,25,NA
SRR12022437,AMPLICON,502,43040476,PRJNA639618,SAMN15241437,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",29374350,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-01,1904-01-01T11:18:00,12,18,15,20170501,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",9.6,coral reef,not applicable,tissue,SRX8554523,Siderastrea,siderea,C-911_S74_L001_R1_001.fastq.gz,C-911_S74_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Siderastrea siderea,E19.Side.sid.RNA.NA.20170501.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Side.sid.RNA.NA.20170501.T.C911,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C911,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,30,n,NA,NA,NA,25,NA
SRR12022438,AMPLICON,502,26909208,PRJNA639618,SAMN15241436,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",17840346,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-01,1904-01-01T11:12:00,18,50,20,20170501,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8.5,coral reef,not applicable,tissue,SRX8554522,Orbicella,faveolata,C-910_S178_L001_R1_001.fastq.gz,C-910_S178_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Orbicella faveolata,E19.Orbi.fav.RNA.NA.20170501.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Orbi.fav.RNA.NA.20170501.T.C910,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C910,Rosario,Rosario,SRP267486,NA,Dead coral,NA,NA,30,n,NA,NA,NA,25,NA
SRR12022445,AMPLICON,502,27445846,PRJNA639618,SAMN15241430,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18185521,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-01,1904-01-01T14:44:00,90,190,130,20170501,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.5,coral reef,not applicable,tissue,SRX8554515,Orbicella,faveolata,C-904_S175_L001_R1_001.fastq.gz,C-904_S175_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E19.Orbi.fav.VNA.NA.20170501.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.Orbi.fav.VNA.NA.20170501.T.C904,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C904,Varadero,Varadero,SRP267486,NA,Rubble,NA,NA,30,n,NA,NA,NA,10,NA
SRR12022446,AMPLICON,502,36929630,PRJNA639618,SAMN15241429,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",25208035,THE PENNSYLVANIA STATE UNIVERSITY,2017-05-01,1904-01-01T09:48:00,1,3,5,20170501,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",30,coral reef,not applicable,tissue,SRX8554514,Orbicella,faveolata,C-900_S70_L001_R1_001.fastq.gz,C-900_S70_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E19.Orbi.fav.R20.pos.20170501.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E19.Orbi.fav.R20.pos.20170501.T.C900,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_16,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C900,Rosario,Rosario,SRP267486,Varadero_Rosario,transplant_platform,yellow,20,12,y,posttransplantation,Varadero,Rosario,29,alive
